SGB ID	AverageAbundance	std	q1	MedianAbundance	q3	min	max	# Samples
121	0.064771594	0.006232599	0.062568037	0.064771594	0.06697515	0.060364481	0.069178707	2
124	0.181621889	0.098337065	0.146854486	0.181621889	0.216389291	0.112087083	0.251156694	2
125	0.213617318		0.213617318	0.213617318	0.213617318	0.213617318	0.213617318	1
362	0.364730952	0.119692257	0.297448217	0.324749082	0.412022751	0.270147352	0.499296421	3
363	0.177981214	0.097620938	0.093037896	0.167579039	0.267930757	0.052982304	0.315180538	11
364	0.465260341		0.465260341	0.465260341	0.465260341	0.465260341	0.465260341	1
372	0.168520192	0.109478872	0.103727899	0.140825095	0.221182979	0.052179156	0.336815342	7
376	0.299951113	0.186737439	0.179392889	0.226506728	0.308600012	0.119143077	0.711624754	23
378	0.212350002		0.212350002	0.212350002	0.212350002	0.212350002	0.212350002	1
380	0.302915035	0.134357373	0.234845691	0.286924436	0.335167858	0.130070932	0.570578684	9
381	0.203814636	0.166285322	0.10819384	0.129588023	0.225208818	0.104698175	0.451384323	4
382	0.095429915		0.095429915	0.095429915	0.095429915	0.095429915	0.095429915	1
384	0.13935469		0.13935469	0.13935469	0.13935469	0.13935469	0.13935469	1
385	0.417378969	0.236056463	0.187955338	0.404448544	0.57936798	0.103073951	0.796496049	16
568	0.256827327	0.196201424	0.187459649	0.256827327	0.326195006	0.11809197	0.395562685	2
690	1.155296154		1.155296154	1.155296154	1.155296154	1.155296154	1.155296154	1
696	0.492120563	0.037014375	0.479034006	0.492120563	0.505207121	0.465947448	0.518293678	2
697	0.547333306		0.547333306	0.547333306	0.547333306	0.547333306	0.547333306	1
698	0.385743545	0.251109792	0.190508811	0.326189811	0.48909174	0.082075576	0.776092477	9
711	0.542559511	0.337980616	0.347764006	0.367639373	0.649894947	0.327888638	0.932150521	3
713	1.369584615	2.513745376	0.383699808	0.725329231	1.348283678	0.078468955	20.73818719	94
714	1.061435191	1.257691504	0.335682079	0.696911947	1.374553306	0.016437496	12.67533176	487
715	0.844481657		0.844481657	0.844481657	0.844481657	0.844481657	0.844481657	1
743	1.061007851	0.482732704	0.890336067	1.061007851	1.231679636	0.719664282	1.40235142	2
745	0.507981505		0.507981505	0.507981505	0.507981505	0.507981505	0.507981505	1
746	0.733725746	0.511972372	0.452826399	0.503367221	0.940880056	0.17787449	1.881738632	14
747	0.820826345	0.411665738	0.675280527	0.820826345	0.966372162	0.529734709	1.11191798	2
748	0.384563585	0.386322225	0.116662552	0.180060474	0.56651624	0.060551037	1.436565643	15
749	0.255451038	0.300383887	0.123723426	0.184577217	0.281927054	0.059285604	2.376721731	67
758	12.27534274		12.27534274	12.27534274	12.27534274	12.27534274	12.27534274	1
955	0.176993717	0.015412297	0.171544648	0.176993717	0.182442787	0.166095578	0.187891857	2
956	0.172452932		0.172452932	0.172452932	0.172452932	0.172452932	0.172452932	1
957	0.148342489	0.090833674	0.116227936	0.148342489	0.180457043	0.084113382	0.212571597	2
960	0.271042588	0.0536491	0.24573087	0.276652977	0.299159501	0.214808763	0.321666024	3
962	0.695604087		0.695604087	0.695604087	0.695604087	0.695604087	0.695604087	1
963	0.874256869	0.553636317	0.571490262	0.737722298	1.168517705	0.114104328	1.787955526	7
964	1.447077469	1.063462852	1.071086572	1.447077469	1.823068366	0.695095675	2.199059263	2
965	0.219303937	0.052809296	0.200633031	0.219303937	0.237974842	0.181962125	0.256645748	2
966	1.687464238	0.645578564	1.459217747	1.687464238	1.915710728	1.230971257	2.143957218	2
967	1.193523917		1.193523917	1.193523917	1.193523917	1.193523917	1.193523917	1
968	1.336780387		1.336780387	1.336780387	1.336780387	1.336780387	1.336780387	1
969	0.742729833		0.742729833	0.742729833	0.742729833	0.742729833	0.742729833	1
970	0.663525109	0.748415458	0.398920286	0.663525109	0.928129932	0.134315464	1.192734754	2
971	0.23162984	0.042689077	0.207548885	0.216641742	0.248216747	0.198456027	0.279791751	3
972	0.700068208	0.735629873	0.266982772	0.490510407	0.789201149	0.066999648	4.358225033	78
973	0.614198049		0.614198049	0.614198049	0.614198049	0.614198049	0.614198049	1
974	0.14573107		0.14573107	0.14573107	0.14573107	0.14573107	0.14573107	1
975	0.57168524		0.57168524	0.57168524	0.57168524	0.57168524	0.57168524	1
976	0.080370754		0.080370754	0.080370754	0.080370754	0.080370754	0.080370754	1
977	0.14709921		0.14709921	0.14709921	0.14709921	0.14709921	0.14709921	1
978	0.691818564		0.691818564	0.691818564	0.691818564	0.691818564	0.691818564	1
979	0.70307652		0.70307652	0.70307652	0.70307652	0.70307652	0.70307652	1
980	0.231383591		0.231383591	0.231383591	0.231383591	0.231383591	0.231383591	1
981	0.138179616		0.138179616	0.138179616	0.138179616	0.138179616	0.138179616	1
982	0.324166966		0.324166966	0.324166966	0.324166966	0.324166966	0.324166966	1
983	1.380338895		1.380338895	1.380338895	1.380338895	1.380338895	1.380338895	1
984	2.643542759		2.643542759	2.643542759	2.643542759	2.643542759	2.643542759	1
985	3.284792927	3.097103515	1.716008934	2.906560019	3.18833903	0.203671542	8.409385111	5
986	0.12708293		0.12708293	0.12708293	0.12708293	0.12708293	0.12708293	1
987	0.446332192	0.118787845	0.404334346	0.446332192	0.488330037	0.362336501	0.530327882	2
989	0.765120093	0.795300749	0.483938817	0.765120093	1.04630137	0.20275754	1.327482646	2
990	0.407272414	0.10057517	0.371713722	0.407272414	0.442831106	0.336155029	0.478389799	2
991	5.474054235	3.452664546	3.529709528	4.813687982	6.711712424	0.863163169	13.92735176	15
992	0.204001426		0.204001426	0.204001426	0.204001426	0.204001426	0.204001426	1
993	0.522526448	0.286819919	0.323776155	0.3967897	0.634087371	0.289808878	1.104574139	8
994	0.388326789	0.24672064	0.222046408	0.397258084	0.464950525	0.061253806	0.864214943	8
997	1.161640548	0.691015427	0.959428251	1.555106756	1.56058595	0.363749746	1.566065143	3
1001	0.376448265	0.102711759	0.340134174	0.376448265	0.412762356	0.303820084	0.449076447	2
1002	1.352977891	1.09603187	0.568656344	1.185442258	1.64275665	0.139784453	4.378274551	16
1005	0.532577496	0.484797927	0.340867685	0.383530882	0.508315171	0.080699812	1.831774239	10
1016	0.570199271	0.408267049	0.313043191	0.469577212	0.672335768	0.102555539	1.866878377	20
1017	2.449157057		2.449157057	2.449157057	2.449157057	2.449157057	2.449157057	1
1019	1.607618302	0.595060475	1.422809817	1.924441595	1.950838433	0.92117804	1.977235271	3
1021	4.935079517	6.547362598	1.188306682	2.0560837	7.242354443	0.320529663	12.42862519	3
1022	0.511134195	0.396910014	0.309269163	0.36492113	0.579522523	0.139006261	1.1629519	5
1024	2.807925817	4.2366448	0.509862779	1.144437238	3.097578803	0	27.4611207	192
1037	1.170264983	0.832267573	0.666274259	0.960101726	1.489633949	0.317088252	2.840021262	8
1303	1.323385393	1.88157046	0.378602768	0.459909048	1.200611939	0.163326155	5.058154532	6
1314	3.014307928	3.002183391	1.952875811	3.014307928	4.075740045	0.891443694	5.137172162	2
1315	3.688324489	5.82790159	0.639232672	0.961788344	3.357256577	0.387211612	16.47629297	7
1316	0.448214226		0.448214226	0.448214226	0.448214226	0.448214226	0.448214226	1
1317	0.201540594		0.201540594	0.201540594	0.201540594	0.201540594	0.201540594	1
1318	6.592190285		6.592190285	6.592190285	6.592190285	6.592190285	6.592190285	1
1319	3.970319444	3.229026762	2.057853867	2.415810764	5.901846913	1.118638834	11.04747238	9
1320	1.22340949	1.520859626	0.448797608	0.540954694	1.048916136	0.357056357	4.265176001	6
1321	0.298068667	0.163239096	0.162463897	0.306866833	0.405205353	0.116269145	0.52800619	7
1322	0.175644193		0.175644193	0.175644193	0.175644193	0.175644193	0.175644193	1
1332	2.757253014	3.613053449	0.740900995	1.247805578	3.264157597	0.410948396	8.122452507	4
1333	1.152058895	1.108223133	0.312627807	0.650224364	1.704092722	0.260305362	3.247113026	8
1341	3.569330556	7.063780146	0.558320649	1.077094148	3.119480259	0.098155839	35.92081681	35
1342	1.39782312	0.961955842	1.05772037	1.39782312	1.73792587	0.717617621	2.078028619	2
1343	0.630888498	0.410273285	0.362955246	0.488842324	0.764788969	0.236078105	1.571955258	17
1370	1.276800797	1.630448531	0.511711211	0.675265104	1.358167859	0.259851169	5.457693349	9
1371	4.518253903		4.518253903	4.518253903	4.518253903	4.518253903	4.518253903	1
1395	1.261389395	1.151312869	0.261266321	1.061699333	1.651328256	0.127897564	3.474398331	17
1397	1.65883258	1.16759944	1.150993658	1.430160459	1.937999381	0.495867096	3.279142304	4
1398	1.026237137		1.026237137	1.026237137	1.026237137	1.026237137	1.026237137	1
1404	0.457215266	0.429928567	0.219379817	0.326955871	0.471982893	0.087995506	2.400075467	75
1407	0.414798723	0.324172016	0.186848553	0.386289177	0.614239346	0.084615085	0.802001452	4
1408	0.286984337	0.153804351	0.189919617	0.220998157	0.335146085	0.119093174	0.750760908	31
1410	1.403039083	0.339535629	1.215459277	1.31407922	1.546138957	1.116839335	1.778198693	3
1411	4.630849594	9.642933556	1.411365613	1.674798988	2.092969762	0.2244892	31.98815912	10
1415	0.392714979	0.211530202	0.247174873	0.381687889	0.457946891	0.160834845	0.796238588	7
1416	1.176552305	0.621097043	0.71612992	1.071163407	1.322839106	0.517783192	2.404019697	10
1423	0.643185385	0.190523239	0.575825247	0.643185385	0.710545522	0.50846511	0.777905659	2
1424	0.759544138	0.417599814	0.494773166	0.739544372	1.029057645	0.167341718	1.824289852	22
1425	0.242672348		0.242672348	0.242672348	0.242672348	0.242672348	0.242672348	1
1426	0.425996465		0.425996465	0.425996465	0.425996465	0.425996465	0.425996465	1
1427	1.20129418		1.20129418	1.20129418	1.20129418	1.20129418	1.20129418	1
1428	1.08195921		1.08195921	1.08195921	1.08195921	1.08195921	1.08195921	1
1429	1.614643558	2.357304589	0.604945271	0.838818306	1.246333117	0.305486415	9.869099921	18
1430	0.820896428	0.43706601	0.541132201	0.839559226	0.99485855	0.251115162	1.583619108	7
1431	0.339586467		0.339586467	0.339586467	0.339586467	0.339586467	0.339586467	1
1433	0.306676389		0.306676389	0.306676389	0.306676389	0.306676389	0.306676389	1
1437	0.882994304	0.722995218	0.39444529	0.616514949	1.090694303	0.248488525	3.298284836	49
1454	0.597422889	0.37923557	0.410978215	0.494143607	0.646202923	0.247213447	1.849985816	15
1455	0.383498628	0.27392413	0.175179413	0.322940358	0.531259573	0.151368922	0.736744876	4
1456	0.928283075	0.541952001	0.62931423	0.783619114	1.160856952	0.147608861	2.896200957	40
1457	1.92491988	2.887542794	0.697542274	1.150362745	1.892401753	0.106192293	16.45140291	35
1458	2.815574289	2.778552422	1.21863967	1.381060412	3.319973439	0.596051225	9.485481239	15
1459	1.746311041	1.356317833	0.696952554	0.998206598	2.700188995	0.463295872	4.732079775	14
1460	0.533156847		0.533156847	0.533156847	0.533156847	0.533156847	0.533156847	1
1461	0.549671287		0.549671287	0.549671287	0.549671287	0.549671287	0.549671287	1
1462	3.264516943		3.264516943	3.264516943	3.264516943	3.264516943	3.264516943	1
1463	6.457103884	9.302467358	1.106722902	1.916765491	9.537315669	0.296680313	17.15786585	3
1464	0.672956386	0.521183965	0.385711505	0.482861055	0.88165384	0.175674333	2.247944084	14
1465	0.913315647	1.122611922	0.257370944	0.547824762	0.921987838	0.12713762	5.049735024	21
1466	7.285210175	7.009779422	3.42265397	5.324788454	7.156615103	0.988282813	25.90427132	13
1467	0.970771265	0.112147291	0.931121211	0.970771265	1.01042132	0.891471156	1.050071375	2
1468	1.015872153	0.688023652	0.498113346	0.816603012	1.377064264	0.202814347	3.565932264	66
1469	1.686479075	1.541064761	0.551902794	0.97738917	2.094148282	0.192502131	5.741983882	29
1470	0.259114088		0.259114088	0.259114088	0.259114088	0.259114088	0.259114088	1
1471	1.178730182	0.787719057	0.728270224	0.836708189	1.458179144	0.61983226	2.079650098	3
1472	1.781288849	1.749372318	0.634510847	1.203785914	2.229285719	0	9.99413249	171
1473	1.599292957	1.800994228	0.619490088	1.121672986	1.589608871	0.316912829	6.916355226	12
1474	2.149014372	1.523950774	1.038933117	1.620430362	3.078335433	0.237531244	7.686182409	41
1475	1.927354172	1.843086744	0.571087513	1.384260711	2.203883717	0	9.694294178	125
1476	0.702226229		0.702226229	0.702226229	0.702226229	0.702226229	0.702226229	1
1477	1.577194011	1.359149442	0.600780212	1.152264851	2.254016213	0.051293391	6.752595641	128
1478	1.650237436	1.205521216	0.581379392	1.388442165	2.294050806	0.311830494	4.430577431	19
1481	1.691524925	1.045777387	0.991863609	1.329595892	2.108209752	0.390880738	4.379957231	22
1482	0.639214974	0.492640335	0.255537587	0.6324394	1.016116787	0.148473665	1.14350743	4
1483	0.19700296	0.117078401	0.129445807	0.13337589	0.232746577	0.125515725	0.332117264	3
1484	0.386571306	0.160030915	0.329991834	0.386571306	0.443150778	0.273412361	0.499730251	2
1487	1.153856941	0.552435229	0.895592354	1.219757269	1.445071692	0.57142744	1.670386114	3
1488	1.731683216	0.005804996	1.72963084	1.731683216	1.733735592	1.727578464	1.735787967	2
1489	1.92781629	1.849755563	1.27382894	1.92781629	2.581803641	0.619841589	3.235790992	2
1497	6.33844604		6.33844604	6.33844604	6.33844604	6.33844604	6.33844604	1
1501	2.795348317		2.795348317	2.795348317	2.795348317	2.795348317	2.795348317	1
1502	1.827413328	1.481834683	0.87400875	1.68033979	1.896822485	0.195165158	4.704257467	11
1503	22.33338325	23.59544124	2.388414246	21.59284743	41.53781643	1.142436334	45.00540179	4
1504	5.265386332	4.55630566	1.614431523	4.148385429	8.247771189	0.307518457	16.69324176	22
1505	0.655433727		0.655433727	0.655433727	0.655433727	0.655433727	0.655433727	1
1507	5.527092786	6.13071118	1.465816578	3.274282191	9.911353407	0.176915733	25.07192502	24
1512	3.211252433		3.211252433	3.211252433	3.211252433	3.211252433	3.211252433	1
1513	0.329135451		0.329135451	0.329135451	0.329135451	0.329135451	0.329135451	1
1514	0.8064022		0.8064022	0.8064022	0.8064022	0.8064022	0.8064022	1
1515	10.85377969	8.42987702	6.067929585	7.600816701	14.0131483	4.53504247	20.4254799	3
1516	3.606796761	6.132477651	0.717275518	1.416112999	2.260802715	0.482860698	17.39244716	7
1517	4.621576975	4.688384945	1.670449345	2.850626841	5.31298773	0.701454025	17.72071567	19
1518	2.042352186		2.042352186	2.042352186	2.042352186	2.042352186	2.042352186	1
1519	1.639317532		1.639317532	1.639317532	1.639317532	1.639317532	1.639317532	1
1520	0.565428829	0.463799612	0.225259271	0.439937778	0.697647826	0.128377301	1.473719322	8
1521	0.444044741	0.179129825	0.3445165	0.42321434	0.54753391	0.191446608	0.769274002	15
1522	0.903829448	0.526228879	0.499092921	0.775430491	1.201900658	0.203490591	2.765093424	64
1524	0.659723976	0.193523846	0.585813493	0.659563727	0.721626392	0.400820222	0.930796046	5
1525	2.728580291	3.771331952	0.468682257	1.079909713	3.256124258	0.153259353	18.12530068	34
1526	2.078704668	2.445897287	0.619869264	1.287148064	1.934306285	0.147689967	9.084306771	14
1528	0.868130283		0.868130283	0.868130283	0.868130283	0.868130283	0.868130283	1
1531	5.022589386	7.827586825	0.653221876	1.294743271	5.194126664	0.203535913	32.15182787	33
1534	0.443665208	0.414784046	0.206882206	0.268908279	0.593069747	0.144856132	0.917231214	3
1535	3.707722769	1.897918356	3.0367073	3.707722769	4.378738239	2.36569183	5.049753709	2
1536	1.0252883	0.978265231	0.345275111	0.640885012	1.378490897	0.09350572	6.259082043	81
1538	2.552298359	0.008399927	2.549328536	2.552298359	2.555268182	2.546358713	2.558238005	2
1539	3.971709923		3.971709923	3.971709923	3.971709923	3.971709923	3.971709923	1
1540	3.564871641	5.628544089	0.670866926	0.866351656	2.911282813	0.399959888	19.82556101	14
1541	0.472119642	0.446463415	0.216486391	0.273796971	0.628591558	0.159175811	0.983386145	3
1542	1.30880147	1.540595564	0.389370247	0.601719228	1.421369143	0.197579968	5.576802512	28
1543	2.177394046	2.748279828	0.623899546	1.32887935	2.064343589	0.221024373	15.47795836	72
1544	0.597019001		0.597019001	0.597019001	0.597019001	0.597019001	0.597019001	1
1545	3.73678871	2.686301222	1.419531939	2.478207373	5.633448091	1.128671357	8.225744506	17
1546	1.260056421		1.260056421	1.260056421	1.260056421	1.260056421	1.260056421	1
1547	3.550533133		3.550533133	3.550533133	3.550533133	3.550533133	3.550533133	1
1548	1.767164519	0.552310938	1.571893114	1.767164519	1.962435923	1.376621709	2.157707328	2
1549	1.265101506	0.828116601	0.950572585	1.574264639	1.734211993	0.326880531	1.894159347	3
1550	0.84339151	0.034472232	0.831203735	0.84339151	0.855579284	0.819015961	0.867767059	2
1551	0.507087306	0.302430028	0.266373125	0.46640495	0.707119131	0.234754586	0.86078474	4
1552	0.39211976		0.39211976	0.39211976	0.39211976	0.39211976	0.39211976	1
1553	0.302911046		0.302911046	0.302911046	0.302911046	0.302911046	0.302911046	1
1554	5.760977713	5.48562067	2.014135627	4.474886873	7.707673375	0.142154733	35.60493428	169
1557	9.4466263	13.67222897	1.356994774	4.310038289	11.14341652	0.239005826	66.41225422	51
1558	5.814907223	6.383109992	1.450930319	2.766360801	10.61201858	0.362876458	14.75415395	6
1559	5.377207803	6.253105588	1.790866117	2.926470968	5.576551379	0.194132074	25.55469472	20
1560	3.006148405	5.077186472	0.493442353	1.007967322	2.252715458	0.173172193	23.02396133	31
1561	1.769421253	1.922911601	0.57175413	0.921197756	2.434408283	0.256219138	9.914195377	38
1563	0.84962802	0.61400331	0.514402047	0.614341906	0.955256541	0.443594409	2.469469253	10
1564	1.119924834	0.847643088	0.450247029	0.908234098	1.476194776	0.093190172	3.708858429	120
1565	0.366852202	0.15681262	0.295697896	0.376325739	0.447480044	0.169727591	0.545029739	4
1566	0.464546688	0.154182259	0.380126818	0.429035158	0.531210793	0.331218477	0.633386427	3
1567	0.213330172	0.09577453	0.157363636	0.213878143	0.264295145	0.091156119	0.339957819	5
1568	0.330706212	0.210763929	0.155617588	0.261254051	0.440121106	0.097249166	0.925620737	26
1577	1.765215333	1.186784056	1.404642319	2.413809155	2.450085257	0.395475484	2.48636136	3
1579	0.997747763	0.615799372	0.643649356	0.698892657	1.202418616	0.588406055	1.705944575	3
1580	1.954082315	1.624934603	1.379581176	1.954082315	2.528583453	0.805080038	3.103084591	2
1581	3.106739111	3.175097712	0.910257915	1.706384952	4.931790251	0.210993432	9.670661758	11
1583	7.750751981	6.315576096	4.922703283	8.909296202	11.15807279	0.936110364	13.40684938	3
1584	0.249244588		0.249244588	0.249244588	0.249244588	0.249244588	0.249244588	1
1585	0.961596637	0.752344306	0.410607064	0.704730201	1.206852063	0.204533136	4.223487632	58
1586	1.733925103	1.425643922	0.848146773	1.342477188	1.949800042	0.620558698	4.979696705	8
1587	1.235028251	0.825648744	0.669269724	0.94144475	1.801280619	0.190982511	3.688027239	37
1588	3.823437141	3.754415197	1.392137347	2.809790442	4.780695394	0	20.29792431	121
1589	4.484054014	2.411455382	2.552795009	5.009759665	6.374254319	1.112364273	7.34682999	8
1590	1.57065509	0.664264258	1.257522961	1.527915227	1.669840254	0.748230079	2.735329204	6
1591	0.491073526		0.491073526	0.491073526	0.491073526	0.491073526	0.491073526	1
1592	3.221258857	4.296328039	0.689048269	2.635107271	4.126218983	0.311551112	21.03149829	23
1593	6.406973181	5.248305072	3.088290282	5.606346278	8.78110921	0.698469771	16.78472338	8
1595	9.542319962	10.03124019	4.092864716	7.489347053	13.96528875	0.696382378	20.44123045	3
1596	3.001206496	1.531823468	2.384835483	3.271685566	3.561103725	0.420734466	5.424147025	7
1597	0.722368716		0.722368716	0.722368716	0.722368716	0.722368716	0.722368716	1
1598	1.179881434		1.179881434	1.179881434	1.179881434	1.179881434	1.179881434	1
1600	1.263287389	1.00022865	0.646711631	0.9949889	1.451004423	0.252052906	5.909709146	56
1601	0.821975386	0.457175935	0.664742627	0.881748056	1.202597737	0.12237068	1.23841783	5
1602	3.394420591		3.394420591	3.394420591	3.394420591	3.394420591	3.394420591	1
1603	1.758686247		1.758686247	1.758686247	1.758686247	1.758686247	1.758686247	1
1604	0.654479168		0.654479168	0.654479168	0.654479168	0.654479168	0.654479168	1
1606	3.459432798	2.799591259	2.081705014	2.227457365	3.605185149	1.738433726	7.644382733	4
1612	3.113706054	3.212300011	1.60394977	2.138712228	2.994926324	0.515316269	11.21081215	9
1613	4.689085666	5.393822673	1.347058776	2.78762636	5.935138313	0	37.90594689	316
1614	4.582503486	6.573425102	1.067238169	2.075711765	5.697996253	0.350151899	38.91285548	78
1615	6.186114681	5.445926381	2.303943815	4.893754657	7.834527482	0.355946484	22.35541116	33
1617	7.055184965	9.861953488	1.803269131	3.458152991	9.530974062	0.354235608	57.14037555	75
1618	2.237862551		2.237862551	2.237862551	2.237862551	2.237862551	2.237862551	1
1619	4.458475907		4.458475907	4.458475907	4.458475907	4.458475907	4.458475907	1
1620	4.737621018		4.737621018	4.737621018	4.737621018	4.737621018	4.737621018	1
1621	3.272096605		3.272096605	3.272096605	3.272096605	3.272096605	3.272096605	1
1622	2.077400417		2.077400417	2.077400417	2.077400417	2.077400417	2.077400417	1
1623	5.607710349	8.014962923	1.509090632	3.316161096	4.28204826	1.214823229	26.54360867	9
1624	8.160885177	9.570787672	2.456963992	4.965147246	10.47097271	0.630800121	47.82627172	27
1625	7.035998091	6.359568313	4.114675407	5.577116075	8.498438759	0.99617274	15.99358747	4
1626	14.17201264	14.20005457	3.223622112	9.076817791	20.73928127	0	73.36853516	1146
1631	7.541121621		7.541121621	7.541121621	7.541121621	7.541121621	7.541121621	1
1632	0.626242863		0.626242863	0.626242863	0.626242863	0.626242863	0.626242863	1
1633	9.707332457	4.910146857	7.971333387	9.707332457	11.44333153	6.235334318	13.1793306	2
1635	3.668729736	2.494208049	1.44536589	3.148158523	4.909428061	0.675478838	9.280056799	16
1636	8.607351545	8.186607523	2.187516528	5.568776444	12.07562429	0.850927527	29.43391919	44
1637	6.693306285	2.299652365	5.880256394	6.693306285	7.506356176	5.067206503	8.319406067	2
1638	2.747448064	2.06022991	1.481667706	2.229399935	3.055718126	0.6394486	7.777954879	10
1639	0.128312699		0.128312699	0.128312699	0.128312699	0.128312699	0.128312699	1
1640	10.4119592	9.78812206	4.495293151	5.435175342	16.4742738	0.859748625	30.13428695	11
1642	2.01852095	1.549346702	1.216682023	2.341668995	3.143507922	0	3.39074581	4
1644	7.333665902	9.66821593	1.906355931	4.154099649	7.728849003	0.098836011	53.08124302	140
1646	2.405763401		2.405763401	2.405763401	2.405763401	2.405763401	2.405763401	1
1647	4.103236527	0.379148607	3.969187251	4.103236527	4.237285802	3.835137976	4.371335078	2
1648	5.935723348	3.294527184	3.840998222	5.155643944	7.25036907	2.97241536	10.45919015	4
1649	4.072779053		4.072779053	4.072779053	4.072779053	4.072779053	4.072779053	1
1650	2.103092682		2.103092682	2.103092682	2.103092682	2.103092682	2.103092682	1
1651	14.88508062		14.88508062	14.88508062	14.88508062	14.88508062	14.88508062	1
1652	3.007037758		3.007037758	3.007037758	3.007037758	3.007037758	3.007037758	1
1653	8.871304456	14.25974249	1.506648398	2.517004691	4.617929477	1.438697023	34.27624269	5
1654	10.64582231	7.988224134	4.211564043	10.70319809	11.96176741	3.193664266	23.15891772	5
1655	1.297467473		1.297467473	1.297467473	1.297467473	1.297467473	1.297467473	1
1656	6.527862079		6.527862079	6.527862079	6.527862079	6.527862079	6.527862079	1
1657	1.365827101	1.274554411	0.574972655	0.954567806	1.601972587	0.194040121	7.352216535	131
1658	2.476392254	3.090027336	0.694429258	0.843065016	3.44169163	0.5457935	6.040318245	3
1659	1.668246879		1.668246879	1.668246879	1.668246879	1.668246879	1.668246879	1
1662	1.651953809	2.511962868	0.525513132	0.895674272	1.671892715	0.179280892	16.54459457	79
1663	1.049089533	1.54442983	0.44179566	0.595220343	0.91302933	0.144001344	8.394562089	38
1664	1.01462294	0.911418728	0.509534168	0.806765025	1.131743626	0.312756179	3.439906977	10
1665	0.906821136		0.906821136	0.906821136	0.906821136	0.906821136	0.906821136	1
1666	0.948473319	0.747963682	0.405712023	0.76562511	1.242019853	0.10641666	4.425931676	149
1667	1.008686566	0.970283496	0.399390207	0.596611367	1.380324745	0.246255247	4.92973994	31
1668	1.362929203	1.731986824	0.507662732	0.929448705	1.469140274	0.198794423	15.78982394	166
1669	0.300584287		0.300584287	0.300584287	0.300584287	0.300584287	0.300584287	1
1670	1.328064268	1.476596136	0.253873479	0.50525698	2.341422828	0.086044334	3.514555946	7
1671	2.13327929	1.13592853	1.261655993	2.269979024	2.669514647	0.611462995	4.045745395	8
1672	1.245479836	1.199100106	0.500681827	0.823411449	1.592351009	0.192648543	6.380863753	57
1673	2.9012232	2.772122219	1.294392953	2.01860989	3.066831809	0.612283536	13.31707643	26
1674	2.044984517		2.044984517	2.044984517	2.044984517	2.044984517	2.044984517	1
1675	0.558801148	0.37035423	0.261641156	0.515240518	0.81240051	0.222854041	0.981869515	4
1676	1.994633433	2.113665579	0.454402405	1.176549131	2.752688141	0.158743099	8.372941854	105
1677	2.244788763	2.461512472	0.784676397	1.404946286	2.635792531	0.194982431	15.61548688	183
1679	3.874956586	5.027752047	1.13844854	2.287543571	4.527108793	0.274383649	45.90086138	210
1680	3.262747919	4.645954535	0.918397115	1.886421001	3.703507584	0.250204242	46.87183582	242
1683	1.270625893		1.270625893	1.270625893	1.270625893	1.270625893	1.270625893	1
1684	4.620546746	4.485493767	1.089314208	4.121982461	6.161376528	0.139762107	16.86965919	24
1685	1.609062197		1.609062197	1.609062197	1.609062197	1.609062197	1.609062197	1
1687	2.153467315	2.343101052	0.578546145	0.914770542	2.78069104	0.228383646	6.505891149	10
1688	1.818012515	2.237698357	0.54043899	0.873172518	2.623166041	0.207705461	4.373159564	3
1689	5.245123999	3.142046882	2.1953989	5.911274534	6.383975885	2.147700141	9.587270537	5
1690	2.422737271	1.33778906	1.879822423	2.63374954	3.176664388	0.636882311	3.786567694	4
1691	29.86689685		29.86689685	29.86689685	29.86689685	29.86689685	29.86689685	1
1692	3.942958363	2.544749697	1.696713078	4.072073027	6.191866255	1.198944043	6.511269657	6
1695	0.876357574		0.876357574	0.876357574	0.876357574	0.876357574	0.876357574	1
1697	5.933089968	5.268462648	2.041096212	4.481976534	7.978673377	0.606514181	21.12538852	27
1699	1.350053273	1.272790748	0.523922823	1.002195982	1.689652754	0	9.729627331	462
1701	1.951338506	2.04499328	0.71601829	1.285568894	2.177427103	0.120489654	11.71834988	82
1702	0.480881501		0.480881501	0.480881501	0.480881501	0.480881501	0.480881501	1
1704	0.916512388		0.916512388	0.916512388	0.916512388	0.916512388	0.916512388	1
1705	2.590896497	2.899059912	1.073159103	1.776374848	3.093653725	0.228163453	18.24796134	62
1710	0.212031826		0.212031826	0.212031826	0.212031826	0.212031826	0.212031826	1
1714	3.429987579	3.022456349	1.245602006	2.677140038	4.861525612	0.889551376	7.476118865	4
1715	2.967159383		2.967159383	2.967159383	2.967159383	2.967159383	2.967159383	1
1769	10.82278513	8.581904888	6.280899459	9.710610114	14.80858329	2.851188804	19.90655647	3
1773	1.767639747		1.767639747	1.767639747	1.767639747	1.767639747	1.767639747	1
1777	1.24568007	1.246183994	0.580507223	1.055491221	1.815758492	0.105523225	2.576025763	3
1778	0.540828782	0.193588102	0.430251402	0.458434417	0.610208979	0.402068387	0.761983541	3
1779	0.528191676		0.528191676	0.528191676	0.528191676	0.528191676	0.528191676	1
1780	0.257643801		0.257643801	0.257643801	0.257643801	0.257643801	0.257643801	1
1781	0.495809002	0.223440489	0.382880333	0.419266604	0.487359262	0.321537421	0.933974991	6
1782	0.367771123	0.170461344	0.233540006	0.348997374	0.455418128	0.130523384	0.810063746	33
1783	0.614053389	0.44259977	0.271873382	0.537345916	0.808674963	0.167188319	2.499561272	41
